Time: 2026-01-12 07:32:12 UTC | Period: #22 | Runtime: 105 minutes

BTC: 91845.90 (1h: -0.02%, 4h: -0.37%) | MACD: -63.8896 | RSI: 51.00

Account: Equity 99.86 | Balance 100.00 (100.1%) | PnL +0.00% | Margin 0.0% | Positions 0

Current Positions: None

## Candidate Coins (3 coins)

### 1. SOLUSDT (Manual selection)

=== SOLUSDT Market Data ===

current_price = 141.9500, current_ema20 = 142.238, current_macd = -0.203, current_rsi7 = 39.705

Additional data for SOLUSDT:

Funding Rate: 1.00e-04

=== 5M Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
=== 5M Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
01-11 14:55    3117.7200 3128.0000 3117.1000 3124.3500 39280.53    
01-11 15:00    3124.3400 3129.6000 3120.3500 3122.0100 30231.34    
01-11 15:05    3122.0000 3122.6500 3119.2200 3120.3800 8959.93     
01-11 15:10    3120.3800 3121.3200 3116.3700 3118.0500 10637.35    
01-11 15:15    3118.0600 3121.9500 3116.0800 3118.1600 5577.44     
01-11 15:20    3118.1700 3123.0000 3118.1700 3122.7000 3662.29     
01-11 15:25    3122.7000 3123.7000 3120.2100 3120.5900 5918.52     
01-11 15:30    3120.5900 3123.8500 3120.5900 3121.2000 6891.57     
01-11 15:35    3121.1900 3123.6100 3121.1900 3121.4100 3197.79     
01-11 15:40    3121.4000 3122.9900 3112.3000 3115.2100 16775.72    
01-11 15:45    3115.2100 3115.5000 3108.1300 3111.5100 14747.68    
01-11 15:50    3111.5100 3115.1400 3110.8100 3113.5000 6092.30     
01-11 15:55    3113.4900 3117.4700 3112.6000 3116.8900 3537.83     
01-11 16:00    3116.9000 3120.2400 3116.5300 3118.6400 9190.54     
01-11 16:05    3118.6400 3119.8800 3117.2900 3117.3500 2783.50     
01-11 16:10    3117.3500 3117.3500 3114.4000 3115.3900 7682.41     
01-11 16:15    3115.3900 3118.0100 3114.7200 3118.0100 3170.97     
01-11 16:20    3118.0000 3119.1600 3116.3600 3119.1600 2947.41     
01-11 16:25    3119.1500 3123.7900 3118.1800 3122.4900 11851.00    
01-11 16:30    3122.4900 3147.0000 3122.0200 3137.2600 161106.76   
01-11 16:35    3137.2500 3141.9000 3137.2500 3137.6000 18526.48    
01-11 16:40    3137.6000 3140.0000 3134.5900 3135.2300 16658.07    
01-11 16:45    3135.2300 3138.2000 3130.6500 3131.9700 20969.46    
01-11 16:50    3131.9600 3133.1200 3125.2500 3129.7500 28648.07    
01-11 16:55    3129.7500 3130.5000 3128.2400 3128.4800 5148.76     
01-11 17:00    3128.4800 3130.0000 3126.4000 3127.7800 4581.91     
01-11 17:05    3127.7800 3131.0000 3127.0000 3130.3500 7559.57     
01-11 17:10    3130.3600 3132.9900 3129.5600 3130.1300 6635.38     
01-11 17:15    3130.1200 3130.1200 3126.1100 3127.4300 5365.67     
01-11 17:20    3127.4200 3130.6200 3127.1800 3129.1400 2968.67     
01-11 17:25    3129.1500 3130.8200 3128.6800 3130.8100 2567.46     
01-11 17:30    3130.8100 3132.0000 3129.1400 3130.7800 2903.98     
01-11 17:35    3130.7700 3130.7800 3115.1500 3123.2500 35787.82    
01-11 17:40    3123.2500 3124.3600 3122.6500 3124.3600 3768.11     
01-11 17:45    3124.3500 3124.3600 3121.5500 3122.8200 3857.55     
01-11 17:50    3122.8300 3125.4000 3122.6300 3125.3700 3397.87     
01-11 17:55    3125.3700 3126.0000 3125.2600 3125.9900 1961.71     
01-11 18:00    3126.0000 3126.4800 3122.0600 3122.5500 4068.15     
01-11 18:05    3122.5500 3122.5600 3120.3100 3121.0000 3615.28     
01-11 18:10    3121.0100 3121.3900 3120.1200 3120.9300 2373.30     
01-11 18:15    3120.9300 3123.1900 3120.9300 3122.8700 1838.96     
01-11 18:20    3122.8700 3125.1300 3122.6400 3123.1200 2077.22     
01-11 18:25    3123.1300 3125.0900 3122.1300 3124.6900 3448.82     
01-11 18:30    3124.6800 3124.6800 3122.7900 3123.8200 1180.00     
01-11 18:35    3123.8200 3123.9700 3119.3100 3121.0700 4776.93     
01-11 18:40    3121.0700 3123.1600 3120.5000 3122.4400 2049.06     
01-11 18:45    3122.4400 3126.5400 3122.4300 3126.0100 3580.71     
01-11 18:50    3126.0200 3132.3900 3126.0000 3129.8100 10423.46    
01-11 18:55    3129.8000 3132.9800 3127.8800 3128.5000 7956.61     
01-11 19:00    3128.4900 3130.8400 3128.4900 3130.0200 2463.24     
01-11 19:05    3130.0200 3130.0200 3127.6500 3128.4900 1851.54     
01-11 19:10    3128.4900 3132.0000 3127.3500 3130.4800 2950.03     
01-11 19:15    3130.4800 3130.8700 3126.4400 3127.0700 1517.67     
01-11 19:20    3127.0700 3128.2000 3126.2700 3127.2900 903.57      
01-11 19:25    3127.2900 3127.3000 3125.1400 3126.8700 1134.49     
01-11 19:30    3126.8600 3127.6000 3126.2000 3126.2000 1046.04     
01-11 19:35    3126.2000 3126.2000 3122.9000 3123.3700 4291.40     
01-11 19:40    3123.3700 3123.7900 3121.0100 3121.4300 4696.16     
01-11 19:45    3121.4400 3121.7400 3117.2600 3121.7300 7582.19     
01-11 19:50    3121.7300 3123.0000 3120.1000 3122.6600 2991.41     
01-11 19:55    3122.6700 3125.2900 3121.5900 3123.4700 5608.40     
01-11 20:00    3123.4600 3123.4600 3117.5400 3118.6700 8785.08     
01-11 20:05    3118.6700 3118.7400 3107.0000 3112.6900 30062.50    
01-11 20:10    3112.6900 3115.3700 3110.3400 3111.6500 7836.18     
01-11 20:15    3111.6400 3111.6500 3102.0000 3103.7500 24159.98    
01-11 20:20    3103.7400 3109.7600 3100.1700 3103.1200 16104.60    
01-11 20:25    3103.1200 3105.5500 3102.3300 3104.3300 4394.77     
01-11 20:30    3104.3200 3108.0800 3100.0100 3107.9500 12979.87    
01-11 20:35    3107.9500 3110.1400 3106.1400 3109.5700 5560.76     
01-11 20:40    3109.5700 3109.7000 3106.2200 3107.3500 3547.86     
01-11 20:45    3107.3500 3111.6500 3107.0600 3110.7200 4735.37     
01-11 20:50    3110.7200 3113.8900 3109.7400 3113.7000 4418.43     
01-11 20:55    3113.6900 3115.3900 3112.4800 3113.9400 4689.11     
01-11 21:00    3113.9400 3113.9500 3107.1300 3108.2300 8113.55     
01-11 21:05    3108.2300 3110.1800 3106.0000 3109.1900 3772.18     
01-11 21:10    3109.1900 3111.4200 3109.1800 3111.0900 2210.30     
01-11 21:15    3111.1000 3116.3100 3110.5800 3112.4900 10320.00    
01-11 21:20    3112.4800 3113.8100 3111.6300 3113.3600 3410.51     
01-11 21:25    3113.3500 3113.3600 3111.5900 3112.9100 1681.74     
01-11 21:30    3112.9200 3117.1200 3112.5100 3115.5500 5134.19     
01-11 21:35    3115.5400 3115.8700 3111.0300 3111.4700 4300.94     
01-11 21:40    3111.4700 3113.1500 3111.2700 3112.9600 2225.26     
01-11 21:45    3112.9600 3118.0400 3112.3300 3117.9600 3236.09     
01-11 21:50    3117.9700 3125.4400 3117.2500 3121.1100 14898.43    
01-11 21:55    3121.1000 3121.7600 3118.3800 3119.6100 5411.78     
01-11 22:00    3119.6100 3119.6200 3110.2100 3110.5000 4552.58     
01-11 22:05    3110.5100 3110.5200 3105.1500 3107.5800 9710.92     
01-11 22:10    3107.5700 3113.8100 3106.9900 3109.7200 6524.60     
01-11 22:15    3109.7200 3112.5800 3108.1900 3109.3200 4680.95     
01-11 22:20    3109.3200 3115.0000 3109.3200 3115.0000 2878.36     
01-11 22:25    3114.9900 3115.0000 3111.7000 3112.1600 1563.29     
01-11 22:30    3112.1500 3114.5700 3111.2000 3114.3500 1642.14     
01-11 22:35    3114.3500 3114.3500 3110.2200 3112.7400 1402.27     
01-11 22:40    3112.7300 3115.4900 3111.8000 3114.3700 1487.13     
01-11 22:45    3114.3800 3115.3700 3111.4200 3112.8900 1113.98     
01-11 22:50    3112.8900 3112.9000 3109.2900 3109.5400 1014.36     
01-11 22:55    3109.5300 3111.5300 3108.0100 3108.2600 2498.60     
01-11 23:00    3108.2600 3109.1100 3092.0000 3094.3900 37343.37    
01-11 23:05    3094.3800 3099.1000 3090.7000 3099.1000 19237.19    
01-11 23:10    3099.1000 3110.6700 3097.4300 3110.6700 16636.29    
01-11 23:15    3110.6700 3123.5000 3109.9000 3123.5000 24251.61    
01-11 23:20    3123.4900 3124.8800 3110.3100 3113.3000 29947.16    
01-11 23:25    3113.3000 3117.3300 3110.3100 3112.7600 9814.70     
01-11 23:30    3112.7600 3115.3900 3110.4600 3113.2100 4100.30     
01-11 23:35    3113.2000 3113.2000 3109.4900 3110.2800 5076.26     
01-11 23:40    3110.2800 3120.6000 3109.6200 3119.5900 9442.79     
01-11 23:45    3119.5800 3119.5800 3116.3700 3116.5400 4667.45     
01-11 23:50    3116.5300 3123.6500 3116.4700 3123.4800 11184.12    
01-11 23:55    3123.4700 3123.4800 3118.7100 3122.0000 6505.84     
01-12 00:00    3122.0000 3122.2200 3113.9900 3114.6600 12968.25    
01-12 00:05    3114.6600 3115.3300 3108.3100 3109.1200 11103.33    
01-12 00:10    3109.1300 3115.5500 3107.4500 3114.3200 5848.05     
01-12 00:15    3114.3200 3126.6800 3112.1300 3122.9400 20327.87    
01-12 00:20    3122.8100 3125.3100 3116.6300 3119.9200 8841.08     
01-12 00:25    3119.9300 3120.9000 3117.9400 3118.9300 3268.26     
01-12 00:30    3118.9200 3122.0000 3112.5000 3114.2600 9524.37     
01-12 00:35    3114.2600 3116.7300 3102.5800 3107.9900 16515.45    
01-12 00:40    3107.9900 3109.0600 3102.1800 3104.7900 10199.67    
01-12 00:45    3104.7800 3108.8900 3103.0000 3107.0400 9571.38     
01-12 00:50    3107.0500 3107.0500 3095.2800 3106.8700 22795.24    
01-12 00:55    3106.8800 3119.6100 3105.2900 3118.8200 15063.20    
01-12 01:00    3118.8300 3136.7900 3118.3600 3133.6100 69057.48    
01-12 01:05    3133.6100 3135.6500 3124.6100 3127.0700 20317.22    
01-12 01:10    3127.0700 3130.6200 3123.5000 3126.6100 10197.84    
01-12 01:15    3126.6100 3126.8500 3120.2000 3123.2100 12873.17    
01-12 01:20    3123.3100 3130.9100 3123.3100 3129.2400 5601.67     
01-12 01:25    3129.2500 3130.0000 3123.7500 3129.8800 5071.85     
01-12 01:30    3129.8700 3131.0000 3115.1800 3116.9200 13978.01    
01-12 01:35    3116.9200 3122.6600 3112.2000 3120.6900 14677.53    
01-12 01:40    3120.7000 3124.4800 3119.2300 3122.4900 7120.21     
01-12 01:45    3122.4800 3129.5400 3122.4800 3127.5900 11688.56    
01-12 01:50    3127.6000 3128.8500 3123.4500 3124.8700 3777.04     
01-12 01:55    3124.8600 3126.2000 3122.9900 3123.4800 3482.34     
01-12 02:00    3123.4900 3129.8000 3120.7900 3127.6500 7495.69     
01-12 02:05    3127.6500 3135.3700 3126.7500 3131.9100 20892.49    
01-12 02:10    3131.9400 3142.0000 3129.0000 3141.6800 24286.21    
01-12 02:15    3141.6900 3153.0000 3140.2800 3142.6100 65705.59    
01-12 02:20    3142.6100 3143.8200 3136.5000 3139.4900 13219.75    
01-12 02:25    3139.5000 3147.0000 3138.0000 3144.2900 13617.74    
01-12 02:30    3144.2900 3146.4700 3140.8300 3141.0100 8732.28     
01-12 02:35    3141.0200 3150.4000 3141.0100 3146.6800 11343.68    
01-12 02:40    3146.6700 3150.8000 3144.6300 3147.3700 11943.90    
01-12 02:45    3147.3700 3164.0000 3146.9000 3160.8800 66607.62    
01-12 02:50    3160.8800 3167.0000 3157.5000 3160.6000 25965.71    
01-12 02:55    3160.6100 3164.7900 3155.2600 3156.4700 20869.53    
01-12 03:00    3156.4700 3163.7900 3151.0100 3155.4500 22429.18    
01-12 03:05    3155.4500 3160.0000 3155.4500 3158.9300 9327.27     
01-12 03:10    3158.9200 3169.6600 3158.4500 3168.2100 20833.91    
01-12 03:15    3168.2100 3170.0000 3162.5300 3165.7200 24112.33    
01-12 03:20    3165.7200 3169.4700 3164.4700 3168.9400 14202.10    
01-12 03:25    3168.9400 3170.8800 3161.0900 3162.6200 14741.24    
01-12 03:30    3162.6300 3164.3800 3156.3300 3158.9300 16773.80    
01-12 03:35    3158.9300 3159.8200 3154.0900 3159.1400 9701.64     
01-12 03:40    3159.1400 3159.7800 3153.5900 3154.8500 11156.84    
01-12 03:45    3154.8500 3156.4300 3151.9700 3153.8800 9399.67     
01-12 03:50    3153.8900 3155.9900 3151.9800 3154.2000 7434.15     
01-12 03:55    3154.1900 3156.3600 3150.1800 3151.1800 12222.66    
01-12 04:00    3151.1700 3153.6900 3147.5000 3148.6900 14596.10    
01-12 04:05    3148.6800 3156.2500 3147.0600 3151.7300 20999.18    
01-12 04:10    3151.7400 3158.3800 3151.7300 3158.0300 10120.70    
01-12 04:15    3158.0300 3158.9900 3155.0500 3155.5500 5723.98     
01-12 04:20    3155.5600 3156.1500 3154.1500 3155.7000 5126.05     
01-12 04:25    3155.7100 3155.7100 3153.3700 3154.4300 2475.25     
01-12 04:30    3154.4400 3159.9900 3153.4100 3159.7700 5140.39     
01-12 04:35    3159.7800 3161.9700 3158.7400 3159.7700 7369.49     
01-12 04:40    3159.7700 3161.4400 3157.5400 3159.0000 4200.99     
01-12 04:45    3159.0000 3162.3700 3158.9900 3161.6400 3899.24     
01-12 04:50    3161.6500 3161.8000 3158.1600 3158.5300 3549.85     
01-12 04:55    3158.5400 3158.7000 3156.9400 3157.9200 3328.27     
01-12 05:00    3157.9300 3157.9300 3153.8600 3156.4900 5956.06     
01-12 05:05    3156.4800 3159.0000 3155.4200 3158.9900 4020.89     
01-12 05:10    3159.0000 3160.8100 3157.1300 3157.4900 4364.30     
01-12 05:15    3157.4900 3161.7600 3155.8300 3161.7600 3428.49     
01-12 05:20    3161.7500 3164.1400 3161.2000 3162.3700 5776.82     
01-12 05:25    3162.3700 3164.9800 3162.1800 3164.0000 4358.74     
01-12 05:30    3164.0100 3165.7700 3160.8000 3163.5200 9526.19     
01-12 05:35    3163.5200 3163.5200 3160.4800 3161.6500 5947.45     
01-12 05:40    3161.6500 3162.0000 3154.0500 3157.7500 11152.66    
01-12 05:45    3157.7500 3158.3400 3156.1800 3156.1900 2742.72     
01-12 05:50    3156.1900 3158.3400 3155.6900 3158.0200 3052.35     
01-12 05:55    3158.0100 3158.6200 3156.2200 3157.5600 2079.86     
01-12 06:00    3157.5700 3157.5700 3154.7500 3156.5200 4007.89     
01-12 06:05    3156.5200 3164.5300 3155.5600 3161.1400 11405.79    
01-12 06:10    3161.1300 3163.6600 3159.8000 3161.2300 4435.16     
01-12 06:15    3161.2300 3162.0600 3157.8800 3158.9900 2682.99     
01-12 06:20    3158.9900 3158.9900 3155.3000 3156.2500 4128.22     
01-12 06:25    3156.2500 3156.7000 3154.9900 3156.0700 3904.48     
01-12 06:30    3156.0800 3156.8300 3154.3200 3155.4800 3139.55     
01-12 06:35    3155.4900 3155.8100 3151.2300 3152.2500 7874.80     
01-12 06:40    3152.2500 3157.3500 3151.7800 3156.9200 6085.03     
01-12 06:45    3156.9200 3156.9300 3154.0100 3154.5500 2618.73     
01-12 06:50    3154.5400 3155.0000 3151.7300 3152.5100 4378.65     
01-12 06:55    3152.5100 3153.7700 3151.0000 3153.3100 4531.97     
01-12 07:00    3153.3100 3155.8400 3151.0100 3155.8400 4035.50     
01-12 07:05    3155.8400 3160.0100 3154.5800 3158.5600 7174.24     
01-12 07:10    3158.5500 3158.9700 3155.4700 3155.6400 5055.15     
01-12 07:15    3155.6500 3157.9300 3151.3400 3151.8300 5793.96     
01-12 07:20    3151.8200 3154.4800 3151.5300 3153.7700 4484.80     
01-12 07:25    3153.7700 3156.1700 3152.6200 3155.7100 3318.31     
01-12 07:30    3155.7100 3155.7200 3155.6000 3155.6000 83.69         <- current

EMA20: [3119.7130, 3121.4165, 3122.7321, 3123.6119, 3124.1965, 3124.6044, 3124.9069, 3125.4253, 3125.8733, 3126.0216, 3126.3186, 3126.7463, 3127.1305, 3126.7609, 3126.5323, 3126.1787, 3126.1017, 3126.0911, 3125.7538, 3125.3011, 3124.8848, 3124.6929, 3124.5431, 3124.5571, 3124.4869, 3124.1615, 3123.9975, 3124.1892, 3124.7245, 3125.0841, 3125.5542, 3125.8338, 3126.2763, 3126.3519, 3126.4412, 3126.4820, 3126.4552, 3126.1614, 3125.7107, 3125.3316, 3125.0772, 3124.9241, 3124.3285, 3123.2201, 3122.1182, 3120.3688, 3118.7261, 3117.3550, 3116.4593, 3115.8032, 3114.9981, 3114.5907, 3114.5058, 3114.4520, 3113.8594, 3113.4147, 3113.1933, 3113.1263, 3113.1486, 3113.1258, 3113.3567, 3113.1770, 3113.1564, 3113.6138, 3114.3278, 3114.8308, 3114.4184, 3113.7671, 3113.3817, 3112.9948, 3113.1858, 3113.0881, 3113.2083, 3113.1637, 3113.2786, 3113.2416, 3112.8890, 3112.4482, 3110.7284, 3109.6209, 3109.7208, 3111.0331, 3111.2490, 3111.3929, 3111.5660, 3111.4435, 3112.2193, 3112.6308, 3113.6641, 3114.4580, 3114.4772, 3113.9670, 3114.0006, 3114.8520, 3115.3347, 3115.6771, 3115.5421, 3114.8229, 3113.8674, 3113.2171, 3112.6126, 3113.2038, 3115.1473, 3116.2828, 3117.2663, 3117.8324, 3118.9188, 3119.9627, 3119.6730, 3119.7698, 3120.0289, 3120.7490, 3121.1415, 3121.3642, 3121.9628, 3122.9102, 3124.6978, 3126.4037, 3127.6500, 3129.2348, 3130.3562, 3131.9109, 3133.3832, 3136.0019, 3138.3446, 3140.0708, 3141.5355, 3143.1921, 3145.5748, 3147.4934, 3149.5359, 3150.7820, 3151.5580, 3152.2801, 3152.5249, 3152.6539, 3152.8012, 3152.6468, 3152.2699, 3152.2185, 3152.7720, 3153.0366, 3153.2902, 3153.3988, 3154.0056, 3154.5545, 3154.9779, 3155.6124, 3155.8903, 3156.0836, 3156.1223, 3156.3954, 3156.4997, 3157.0006, 3157.5120, 3158.1299, 3158.6433, 3158.9296, 3158.8173, 3158.5670, 3158.5149, 3158.4240, 3158.2427, 3158.5186, 3158.7768, 3158.7971, 3158.5545, 3158.3179, 3158.0476, 3157.4955, 3157.4407, 3157.1654, 3156.7220, 3156.3971, 3156.3440, 3156.5551, 3156.4679, 3156.0262, 3155.8113, 3155.8017, 3155.7825]
EMA50: [3124.0466, 3124.2209, 3124.4663, 3124.5684, 3124.6751, 3124.7612, 3124.8176, 3124.7609, 3124.6302, 3124.5165, 3124.4437, 3124.4055, 3124.1806, 3123.7300, 3123.2563, 3122.4913, 3121.7317, 3121.0492, 3120.5355, 3120.1055, 3119.6053, 3119.2569, 3119.0389, 3118.8390, 3118.4229, 3118.0609, 3117.7875, 3117.5798, 3117.4143, 3117.2376, 3117.1715, 3116.9479, 3116.7915, 3116.8373, 3117.0049, 3117.1070, 3116.8479, 3116.4845, 3116.2192, 3115.9486, 3115.9114, 3115.7643, 3115.7089, 3115.5924, 3115.5445, 3115.4404, 3115.2090, 3114.9365, 3114.1308, 3113.5413, 3113.4287, 3113.8237, 3113.8031, 3113.7622, 3113.7406, 3113.6049, 3113.8396, 3113.9455, 3114.3194, 3114.6206, 3114.6221, 3114.4064, 3114.4030, 3114.7378, 3114.9410, 3115.0974, 3115.0646, 3114.7871, 3114.3951, 3114.1067, 3113.8229, 3114.0188, 3114.7871, 3115.2688, 3115.7135, 3116.0075, 3116.5264, 3117.0501, 3117.0450, 3117.1880, 3117.3959, 3117.7956, 3118.0731, 3118.2851, 3118.6524, 3119.1723, 3120.0549, 3120.9394, 3121.6669, 3122.5541, 3123.2779, 3124.1956, 3125.1044, 3126.5073, 3127.8443, 3128.9669, 3130.0054, 3131.1397, 3132.5935, 3133.8926, 3135.2670, 3136.3396, 3137.2255, 3138.0849, 3138.7424, 3139.3360, 3139.9189, 3140.3605, 3140.6872, 3141.1202, 3141.7833, 3142.3232, 3142.8478, 3143.3020, 3143.9478, 3144.5683, 3145.1342, 3145.7815, 3146.2815, 3146.7379, 3147.1203, 3147.5858, 3147.9742, 3148.5148, 3149.0581, 3149.6441, 3150.1883, 3150.6377, 3150.9166, 3151.1234, 3151.3939, 3151.6357, 3151.8272, 3152.1925, 3152.5469, 3152.7995, 3152.9349, 3153.0578, 3153.1528, 3153.1174, 3153.2665, 3153.3168, 3153.2852, 3153.2862, 3153.3863, 3153.5892, 3153.6696, 3153.5975, 3153.6043, 3153.6868, 3153.7619]
MACD: [4.9860, 4.8449, 4.6616, 4.2495, 4.0146, 3.9180, 3.7953, 3.0553, 2.5292, 1.9653, 1.7046, 1.5303, 1.1019, 0.6301, 0.2477, 0.1000, 0.0031, 0.0523, 0.0210, -0.2232, -0.3027, -0.0768, 0.4043, 0.6720, 0.9954, 1.1154, 1.3554, 1.2560, 1.1814, 1.0759, 0.9276, 0.5750, 0.1375, -0.1829, -0.3577, -0.4259, -0.8574, -1.6628, -2.3577, -3.5056, -4.4152, -4.9810, -5.0788, -4.9682, -5.0021, -4.7029, -4.1771, -3.6984, -3.7367, -3.6475, -3.3845, -3.0282, -2.6452, -2.3508, -1.8828, -1.8201, -1.6314, -1.0661, -0.3598, 0.0780, -0.3066, -0.8373, -1.0729, -1.2772, -0.9695, -0.9440, -0.7385, -0.6976, -0.5275, -0.5063, -0.7512, -1.0366, -2.3548, -2.9851, -2.5219, -1.1067, -0.7991, -0.5920, -0.3871, -0.4559, 0.2380, 0.5357, 1.3165, 1.7951, 1.5641, 0.9234, 0.8257, 1.4273, 1.6416, 1.7117, 1.3746, 0.5947, -0.2784, -0.7798, -1.1773, -0.5220, 1.1771, 1.9732, 2.5378, 2.6800, 3.2418, 3.6962, 2.9762, 2.6789, 2.5590, 2.8428, 2.8157, 2.6516, 2.8254, 3.2692, 4.3590, 5.2374, 5.6170, 6.2333, 6.3835, 6.8807, 7.2469, 8.5289, 9.4138, 9.6704, 9.6798, 9.8545, 10.6194, 10.8990, 11.2507, 10.8939, 10.1958, 9.5495, 8.5920, 7.6666, 6.8797, 5.9439, 4.9443, 4.3473, 4.3326, 4.0739, 3.8368, 3.5059, 3.6327, 3.6907, 3.6326, 3.7563, 3.5623, 3.3211, 2.9802, 2.8785, 2.6465, 2.7751, 2.8929, 3.0823, 3.1572, 3.0308, 2.5861, 2.0837, 1.8124, 1.5425, 1.2304, 1.3405, 1.4186, 1.2850, 0.9471, 0.6572, 0.3755, -0.1072, -0.1115, -0.3028, -0.6119, -0.7832, -0.7068, -0.4218, -0.4267, -0.7296, -0.8038, -0.6981, -0.6160]
RSI7: [38.4784, 39.5616, 24.6266, 19.5010, 28.7997, 42.0935, 47.9468, 44.1121, 38.6349, 48.5900, 52.5332, 62.3017, 81.7435, 81.9929, 73.7945, 63.5908, 57.2965, 53.7459, 51.6863, 58.4985, 57.6862, 48.1190, 53.7827, 58.8953, 58.7591, 35.0311, 39.2501, 35.5169, 45.5260, 47.8233, 37.5677, 33.7617, 33.5824, 43.3140, 44.5357, 52.0999, 47.8785, 36.8637, 44.3101, 59.0082, 69.1269, 62.8838, 66.9272, 59.3362, 65.3072, 50.4868, 51.3183, 49.4679, 46.3571, 35.3901, 29.7594, 31.7194, 37.9784, 43.2631, 27.2251, 17.6922, 16.5187, 10.4032, 10.0568, 16.3016, 32.6282, 38.8554, 33.8529, 46.1350, 54.7944, 55.4670, 39.2539, 42.5479, 48.9409, 53.3986, 56.1728, 54.2249, 63.0053, 46.8144, 52.0630, 65.4220, 71.3005, 65.1474, 40.4275, 35.4039, 41.6078, 40.7543, 55.7819, 48.5921, 53.9338, 49.5205, 53.9694, 49.3611, 40.2786, 37.2254, 19.0089, 32.1610, 53.7059, 67.1875, 52.8991, 52.2132, 52.8081, 48.2460, 60.7998, 55.6413, 63.7957, 61.0055, 48.6853, 41.3347, 49.6580, 60.4971, 55.6037, 53.9352, 46.2908, 37.8809, 34.1831, 39.0627, 38.8090, 60.0703, 73.4104, 62.6180, 61.8716, 56.1046, 63.2015, 63.9238, 43.6731, 49.1411, 51.7502, 58.7459, 53.8846, 51.3512, 58.2255, 64.2467, 74.1977, 74.9714, 67.0974, 72.3161, 64.1984, 70.8073, 71.5528, 82.0339, 81.3096, 70.5842, 67.9997, 72.0703, 79.9895, 73.4685, 76.3743, 61.0608, 53.7233, 54.0896, 45.5050, 43.6765, 44.5343, 38.1387, 33.5096, 43.3103, 58.2050, 51.9379, 52.3003, 48.6747, 61.6992, 61.6992, 58.7721, 65.3480, 53.5985, 51.4804, 46.4591, 55.3432, 49.5840, 62.5329, 64.0709, 68.1472, 65.5906, 56.0358, 41.3717, 36.8691, 45.0532, 43.4032, 39.5796, 58.5186, 58.8121, 48.7907, 39.2470, 38.6673, 36.6000, 27.2836, 49.1269, 41.7088, 36.2170, 39.8410, 50.2669, 59.1472, 48.3372, 37.8162, 44.9360, 51.4246, 51.0269]
RSI14: [39.1304, 36.7232, 41.8711, 44.0237, 49.8187, 66.4228, 66.6960, 62.8570, 57.9186, 54.7633, 52.9849, 51.9829, 55.3234, 54.9709, 50.7006, 53.1812, 55.5344, 55.4804, 43.9423, 45.7339, 43.6496, 47.8850, 48.8908, 43.8355, 41.7412, 41.6445, 45.4208, 45.9066, 48.9780, 47.3728, 42.6182, 45.5501, 52.3785, 58.3639, 55.7619, 58.0962, 54.9529, 58.1263, 51.4392, 51.8243, 50.9929, 49.6253, 44.2294, 40.9429, 41.6647, 43.9519, 45.9400, 37.4603, 30.0247, 28.9485, 22.3849, 21.9574, 24.9234, 33.1134, 36.4543, 33.9516, 40.6164, 45.8225, 46.2313, 38.7408, 40.4866, 43.8947, 46.3334, 47.8504, 47.1087, 51.8266, 45.1270, 47.7818, 55.5529, 59.6291, 56.9507, 44.0187, 40.8192, 44.0300, 43.5544, 51.5573, 47.9004, 50.7985, 48.6557, 50.9132, 48.8145, 44.3574, 42.7512, 30.0523, 36.9061, 49.8942, 59.7812, 51.1414, 50.7234, 51.0822, 48.6009, 55.9266, 53.2490, 58.1578, 56.7884, 50.4445, 46.2453, 50.4175, 56.4514, 53.9732, 53.1495, 49.3254, 44.6775, 42.4775, 44.5452, 44.4153, 54.4673, 63.3108, 57.9509, 57.5817, 54.8021, 58.6174, 59.0129, 48.8356, 51.4582, 52.7046, 56.1411, 53.8920, 52.7295, 55.8093, 58.7649, 64.6109, 65.1179, 61.9135, 64.7846, 61.3796, 64.8216, 65.2278, 72.0355, 71.7221, 67.0858, 65.9519, 67.9427, 72.5518, 69.6578, 71.2547, 64.1219, 60.3249, 60.4684, 56.0124, 55.0251, 55.3050, 52.0149, 49.4051, 52.5362, 58.2960, 55.4437, 55.5853, 54.0205, 59.2190, 59.2190, 58.1201, 60.8055, 56.2312, 55.3516, 53.2488, 56.3694, 54.0387, 59.2092, 59.9032, 61.7746, 60.8736, 57.3633, 50.7859, 48.3955, 51.2918, 50.5241, 48.7479, 56.1270, 56.2591, 52.0573, 47.3943, 47.0959, 46.0718, 40.8364, 49.7307, 45.9549, 42.9333, 44.4752, 49.1539, 53.6736, 48.6718, 43.0364, 46.4371, 49.6728, 49.4902]
ATR14: 3.8981
